,Accident_Index,Latitude,Longitude,Region,Urban_or_Rural_Area,X1st_Road_Class,Driver_IMD_Decile,Speed_limit,Road_Type,Road_Surface_Conditions,Weather,High_Wind,Lights,Datetime,Year,Season,Month_of_Year,Day_of_Month,Day_of_Week,Hour_of_Day,Number_of_Vehicles,Age_of_Driver,Age_of_Vehicle,Junction_Detail,Junction_Location,X1st_Point_of_Impact,Driver_Journey_Purpose,Engine_CC,Propulsion_Code,Vehicle_Make,Vehicle_Category,Vehicle_Manoeuvre,Accident_Severity,Hour_of_Day_dn,IsMajor,WeekDay_type,isMotorcycle
761,2011440144829,51.270031,-0.959706,South East England,Rural,A,10,70,Dual carriageway,Dry,Fine,No,Darkness - no lights,2011-04-07 19:47:00,2011,1,4,7,4,0.824,1,4,3,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,998,Petrol,Yamaha,Motorcycle,Going ahead,Fatal_Serious,20.0,1,1,1
762,2010130006454,53.691749,-1.297287,Yorkshire and the Humber,Urban,Unclassified,4,30,Single carriageway,Dry,Fine,No,Daylight,2010-10-08 11:04:00,2010,3,10,8,5,0.461,1,5,2,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,2457,Petrol,Other,Car,Going ahead,Slight,11.0,0,1,0
763,2010521007672,51.330782,-2.3174650000000003,South West England,Rural,A,8,60,Single carriageway,Dry,Fine,No,Daylight,2010-09-12 11:26:00,2010,2,9,12,7,0.476,3,5,3,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Other/Not known,1248,Heavy oil,Vauxhall,Car,Going ahead,Slight,11.0,0,0,0
765,201104DF11119,53.800357999999996,-2.7129630000000002,North West England,Rural,B,4,40,Roundabout,Wet or damp,Fine,No,Darkness - lights,2011-12-07 22:10:00,2011,3,12,7,3,0.924,2,3,5,Roundabout,Entering roundabout,Back,Other/Not known,1896,Heavy oil,Seat,Car,Slowing or stopping,Slight,22.0,0,1,0
766,2014540544114,51.383071,-2.076502,South West England,Rural,A,6,60,Single carriageway,Dry,Fine,No,Daylight,2014-01-17 07:49:00,2014,4,1,17,5,0.326,2,1,6,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1248,Heavy oil,Vauxhall,Car,Going ahead,Fatal_Serious,8.0,1,1,0
767,2013540515813,51.013647999999996,-1.6831740000000002,South West England,Rural,A,10,60,Single carriageway,Wet or damp,Fine,No,Darkness - no lights,2013-01-16 16:57:00,2013,4,1,16,3,0.706,1,7,1,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Other/Not known,999,Petrol,Volkswagen,Car,Going ahead,Fatal_Serious,17.0,1,1,0
768,2012070228038,53.277811,-2.903405,North West England,Urban,A,5,30,Single carriageway,Dry,Fine,No,Daylight,2012-08-12 19:15:00,2012,2,8,12,7,0.802,2,2,12,Crossroads,Approaching junction or waiting/parked at junction approach,Back,Other/Not known,1299,Petrol,Ford,Car,Waiting to go,Slight,19.0,0,0,0
769,2013160D02571,53.78676899999999,-0.365969,Yorkshire and the Humber,Urban,Unclassified,1,30,Single carriageway,Dry,Fine,No,Daylight,2013-04-30 18:30:00,2013,1,4,30,2,0.771,2,4,10,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1796,Petrol,Other,Car,Slowing or stopping,Slight,19.0,0,1,0
770,201006A026668,53.52669100000001,-2.220659,North West England,Urban,Unclassified,6,30,Single carriageway,Dry,Fine,No,Daylight,2010-01-20 11:30:00,2010,4,1,20,3,0.479,2,4,4,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Other/Not known,1364,Petrol,Vauxhall,Car,Parked,Slight,11.0,0,1,0
771,2012370280512,52.030365,1.202404,East England,Rural,A,6,30,Roundabout,Dry,Fine,No,Daylight,2012-07-17 16:40:00,2012,2,7,17,2,0.694,2,4,13,Roundabout,Cleared junction or waiting/parked at junction exit,Back,Other/Not known,796,Petrol,Other,Car,Waiting to go,Slight,17.0,0,1,0
773,201005BB03933,53.605998,-3.0571490000000003,North West England,Rural,Unclassified,8,40,Roundabout,Dry,Fine,No,Darkness - lights,2010-06-23 22:20:00,2010,2,6,23,3,0.931,2,2,5,Roundabout,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1587,Petrol,Peugeot,Car,Going ahead,Slight,22.0,0,1,0
774,2011551D48736,50.738704,-2.014423,South West England,Rural,B,4,30,Single carriageway,Wet or damp,Fine,No,Daylight,2011-10-27 17:14:00,2011,3,10,27,4,0.718,1,1,12,T or staggered junction,Approaching junction or waiting/parked at junction approach,Nearside,Other/Not known,49,Petrol,Other,Motorcycle,Going ahead,Fatal_Serious,17.0,1,1,1
775,2013130399336,53.77926,-1.348136,Yorkshire and the Humber,Rural,A,10,60,Dual carriageway,Dry,Fine,No,Daylight,2013-09-27 16:20:00,2013,3,9,27,5,0.681,1,6,4,Roundabout,Leaving roundabout,Nearside,Other/Not known,782,Petrol,Honda,Motorcycle,Going ahead,Slight,16.0,0,1,1
776,201301RG40297,51.490901,0.079579,London,Urban,A,5,30,Dual carriageway,Dry,Fine,No,Daylight,2013-06-21 14:30:00,2013,2,6,21,5,0.604,3,6,7,T or staggered junction,Approaching junction or waiting/parked at junction approach,Nearside,Other/Not known,1769,Petrol,Nissan,Car,Going ahead,Slight,14.0,0,1,0
777,2010471001314,50.943381,0.6243529999999999,South East England,Rural,B,4,60,Single carriageway,Dry,Fine,No,Darkness - no lights,2010-02-26 21:16:00,2010,4,2,26,5,0.886,1,4,18,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1997,Petrol,Mercedes,Car,Going ahead,Fatal_Serious,21.0,1,1,0
778,2014521407785,51.493091,-2.5031689999999998,South West England,Urban,A,9,30,Single carriageway,Wet or damp,Fine,No,Daylight,2014-10-16 08:45:00,2014,3,10,16,4,0.365,2,8,7,T or staggered junction,Leaving main road,Front,Other/Not known,1198,Petrol,Skoda,Car,Turning right,Slight,9.0,0,1,0
779,20144100A0384,51.886790999999995,0.177298,East England,Urban,A,9,60,Single carriageway,Dry,Fine,No,Daylight,2014-06-14 13:30:00,2014,1,6,14,6,0.562,2,3,17,Roundabout,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,2295,Petrol,Mercedes,Car,Going ahead,Slight,13.0,0,0,0
780,201030C000195,53.305220999999996,-1.342967,East Midlands,Rural,A,5,50,Single carriageway,Dry,Fine,No,Daylight,2010-04-17 18:20:00,2010,1,4,17,6,0.764,2,2,10,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Other/Not known,124,Petrol,Other,Motorcycle,Going ahead,Slight,18.0,0,0,1
781,201220L000462,52.441686,-1.6390900000000002,Wast Midlands,Rural,A,4,60,Dual carriageway,Wet or damp,Fine,No,Darkness - no lights,2012-01-17 22:20:00,2012,4,1,17,2,0.931,1,5,6,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Commuting to/from work,1598,Petrol,Renault,Car,Going ahead,Fatal_Serious,22.0,1,1,0
782,201101BS70656,51.497309,-0.20481999999999997,London,Urban,A,2,30,Single carriageway,Dry,Fine,No,Darkness - lights,2011-12-13 22:32:00,2011,3,12,13,2,0.939,2,6,15,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Other/Not known,1085,Petrol,BMW,Motorcycle,Going ahead,Slight,23.0,0,1,1
783,201004AL10157,53.747749,-2.9035990000000003,North West England,Rural,A,8,30,Single carriageway,Dry,Fine,No,Daylight,2010-09-09 08:10:00,2010,2,9,9,4,0.34,1,6,11,T or staggered junction,Cleared junction or waiting/parked at junction exit,Did not impact,Commuting to/from work,1360,Petrol,Peugeot,Car,Going ahead,Fatal_Serious,8.0,1,1,0
784,201301SX20900,51.607319,-0.148925,London,Urban,A,1,50,Dual carriageway,Wet or damp,Raining,No,Daylight,2013-10-27 15:30:00,2013,3,10,27,7,0.646,2,2,1,Not at junction or within 20 metres,Not at or within 20 metres of junction,Nearside,Other/Not known,1598,Heavy oil,Volkswagen,Car,Changing lane,Slight,16.0,0,0,0
785,201130C000478,53.265868000000005,-1.3143340000000001,East Midlands,Rural,B,6,50,Single carriageway,Dry,Fine,No,Daylight,2011-07-04 18:55:00,2011,2,7,4,1,0.788,2,4,6,Not at junction or within 20 metres,Not at or within 20 metres of junction,Nearside,Other/Not known,953,Petrol,Other,Motorcycle,Going ahead,Fatal_Serious,19.0,1,1,1
786,201401LX50503,51.428357,-0.114594,London,Urban,C,1,30,Single carriageway,Dry,Fine,No,Daylight,2014-05-21 18:44:00,2014,1,5,21,3,0.781,2,7,8,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1992,Heavy oil,Mercedes,Car,Overtaking,Slight,19.0,0,1,0
787,2014331400592,52.650573,-1.2472809999999999,East Midlands,Rural,Unclassified,5,30,Single carriageway,Dry,Fine,No,Daylight,2014-04-04 19:36:00,2014,1,4,4,5,0.817,1,5,1,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1242,Petrol,Fiat,Car,Going ahead,Slight,20.0,0,1,0
788,20144100A0186,51.987414,-0.026535000000000003,East England,Rural,A,9,40,Single carriageway,Dry,Fine,No,Daylight,2014-03-07 09:10:00,2014,4,3,7,5,0.382,2,7,2,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,998,Petrol,Peugeot,Car,Going ahead,Slight,9.0,0,1,0
789,201101VW40130,51.41375,-0.18623599999999998,London,Urban,Unclassified,3,30,Single carriageway,Dry,Fine,No,Daylight,2011-04-18 18:00:00,2011,1,4,18,1,0.75,2,2,6,T or staggered junction,Cleared junction or waiting/parked at junction exit,Front,Other/Not known,2497,Heavy oil,BMW,Car,Going ahead,Slight,18.0,0,1,0
790,201231C219012,52.953467,-1.1373,East Midlands,Urban,A,1,30,One way street,Wet or damp,Raining,No,Darkness - lights,2012-09-23 20:55:00,2012,3,9,23,7,0.872,1,5,12,T or staggered junction,Approaching junction or waiting/parked at junction approach,Offside,Commuting to/from work,973,Petrol,Vauxhall,Car,Going ahead,Slight,21.0,0,0,0
791,201450FP2D003,50.42646,-3.563856,South West England,Urban,A,7,30,Single carriageway,Dry,Fine,No,Daylight,2014-03-13 13:45:00,2014,4,3,13,4,0.573,3,6,5,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Journey as part of work,1997,Heavy oil,Ford,Car,Going ahead,Slight,14.0,0,1,0
792,2011231191126,52.27004,-1.9139439999999999,Wast Midlands,Rural,A,9,40,Single carriageway,Dry,Fine,No,Darkness - no lights,2011-10-23 06:03:00,2011,3,10,23,7,0.252,1,3,3,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Other/Not known,1596,Petrol,Ford,Car,Turning right,Slight,6.0,0,0,0
793,201201BS70579,51.48892,-0.191465,London,Urban,A,3,30,Single carriageway,Dry,Fine,No,Darkness - lights,2012-11-19 19:52:00,2012,3,11,19,1,0.828,2,2,8,T or staggered junction,Mid Junction - on roundabout or on main road,Offside,Other/Not known,249,Petrol,Honda,Motorcycle,Going ahead,Slight,20.0,0,1,1
794,2013553D01386,50.547957000000004,-2.4361040000000003,South West England,Rural,A,5,30,Single carriageway,Wet or damp,Fine,No,Daylight,2013-01-11 11:15:00,2013,4,1,11,5,0.469,2,1,1,T or staggered junction,Approaching junction or waiting/parked at junction approach,Nearside,Other/Not known,1596,Petrol,Ford,Car,Going ahead,Fatal_Serious,11.0,1,1,0
795,2013120126222,53.943204,-1.090683,Yorkshire and the Humber,Urban,C,1,30,Single carriageway,Dry,Fine,No,Darkness - lights,2013-07-26 22:36:00,2013,2,7,26,5,0.942,3,2,6,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Journey as part of work,2402,Heavy oil,Ford,Bus/minibus,Going ahead,Fatal_Serious,23.0,1,1,0
796,2011471102789,50.917809999999996,0.47322600000000004,South East England,Rural,A,3,30,Single carriageway,Dry,Fine,No,Daylight,2011-05-04 18:15:00,2011,1,5,4,3,0.76,2,3,2,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,2198,Heavy oil,Ford,Van,Going ahead,Fatal_Serious,18.0,1,1,0
797,201232N012412,53.010759,-0.385612,East Midlands,Rural,A,9,70,Dual carriageway,Wet or damp,Fine,No,Darkness - no lights,2012-01-16 22:22:00,2012,4,1,16,1,0.932,2,1,8,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1398,Heavy oil,Citroen,Car,Going ahead,Slight,22.0,0,1,0
798,2010070082510,53.191405,-2.533841,North West England,Urban,A,9,30,Dual carriageway,Dry,Fine,No,Daylight,2010-03-24 16:40:00,2010,1,3,24,3,0.694,1,4,7,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Other/Not known,1587,Petrol,Citroen,Car,Going ahead,Slight,17.0,0,1,0
799,201050KU2R015,50.855134,-3.3843129999999997,South West England,Rural,Motorway,4,70,Dual carriageway,Dry,Fine,No,Daylight,2010-09-29 14:58:00,2010,3,9,29,3,0.624,2,6,9,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Journey as part of work,2800,Heavy oil,Other,Other,Going ahead,Fatal_Serious,15.0,1,1,0
800,2011440193474,50.723766999999995,-1.192296,South East England,Urban,Unclassified,7,30,Single carriageway,Dry,Fine,No,Daylight,2011-05-10 19:44:00,2011,1,5,10,2,0.822,1,7,1,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1248,Petrol,Hyundai,Car,Going ahead,Fatal_Serious,20.0,1,1,0
801,201230C000872,53.076468000000006,-1.494982,East Midlands,Rural,A,9,50,Single carriageway,Dry,Fine,No,Daylight,2012-05-06 17:20:00,2012,1,5,6,7,0.722,2,4,8,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,676,Petrol,Other,Motorcycle,Overtaking,Slight,17.0,0,0,1
802,201001BS70721,51.508488,-0.20077799999999998,London,Urban,A,2,30,Single carriageway,Dry,Fine,No,Daylight,2010-12-04 14:34:00,2010,3,12,4,6,0.607,2,1,13,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Other/Not known,1493,Petrol,Honda,Car,Going ahead,Slight,15.0,0,0,0
803,201222D202916,52.281391,-1.955699,Wast Midlands,Urban,B,5,30,Single carriageway,Wet or damp,Raining,No,Daylight,2012-07-06 14:15:00,2012,2,7,6,5,0.594,3,6,14,T or staggered junction,Entering main road,Front,Other/Not known,998,Petrol,Nissan,Car,Turning right,Slight,14.0,0,1,0
804,201204FJ12014,53.719999,-2.198529,North West England,Rural,A,6,30,Single carriageway,Dry,Fine,No,Daylight,2012-05-12 11:15:00,2012,1,5,12,6,0.469,2,2,12,Private drive or entrance,Mid Junction - on roundabout or on main road,Front,Other/Not known,1199,Petrol,Vauxhall,Car,Going ahead,Slight,11.0,0,0,0
805,201120S509021,52.438182,-1.952894,Wast Midlands,Urban,Unclassified,4,30,Single carriageway,Wet or damp,Raining,No,Daylight,2011-12-23 08:20:00,2011,4,12,23,5,0.347,2,6,3,Crossroads,Mid Junction - on roundabout or on main road,Offside,Commuting to/from work,1560,Heavy oil,Ford,Car,Going ahead,Slight,8.0,0,1,0
806,2011211005951,52.678844999999995,-2.046263,Wast Midlands,Urban,A,7,50,Single carriageway,Wet or damp,Fine,No,Daylight,2011-10-25 17:45:00,2011,3,10,25,2,0.74,2,3,6,Private drive or entrance,Entering main road,Offside,Other/Not known,1997,Heavy oil,Peugeot,Car,Moving off,Slight,18.0,0,1,0
807,201350BD2G014,50.453389,-4.537769,South West England,Rural,C,4,30,Single carriageway,Wet or damp,Fine,No,Daylight,2013-10-08 17:50:00,2013,3,10,8,2,0.743,2,5,7,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Other/Not known,1896,Heavy oil,Seat,Car,Going ahead,Slight,18.0,0,1,0
808,2011130477974,53.686226,-1.483778,Yorkshire and the Humber,Urban,Unclassified,3,30,Single carriageway,Dry,Fine,Yes,Daylight,2011-10-18 13:00:00,2011,3,10,18,2,0.542,3,1,7,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1588,Petrol,Other,Car,Going ahead,Slight,13.0,0,1,0
809,201301HT20991,51.530153000000006,-0.043059,London,Urban,B,1,30,Single carriageway,Dry,Fine,No,Daylight,2013-12-17 14:40:00,2013,3,12,17,2,0.611,1,4,6,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Journey as part of work,2148,Heavy oil,Mercedes,Van,Going ahead,Slight,15.0,0,1,0
810,2010471008016,50.85989,-0.097688,South East England,Rural,A,4,70,Dual carriageway,Wet or damp,Fine,No,Daylight,2010-11-27 09:39:00,2010,3,11,27,6,0.402,3,5,4,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Other/Not known,1598,Petrol,Mini,Car,Going ahead,Slight,10.0,0,0,0
811,2011460202675,51.343153,1.281193,South East England,Rural,A,5,40,Roundabout,Dry,Fine,No,Daylight,2011-07-20 05:35:00,2011,2,7,20,3,0.233,2,5,5,Roundabout,Leaving roundabout,Front,Other/Not known,1242,Petrol,Fiat,Car,Moving off,Fatal_Serious,6.0,1,1,0
812,201320T055663,52.497627,-1.79993,Wast Midlands,Urban,Unclassified,1,30,Single carriageway,Dry,Fine,No,Daylight,2013-11-13 08:25:00,2013,3,11,13,3,0.351,2,5,6,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1799,Petrol,Honda,Car,Parked,Slight,8.0,0,1,0
813,20103102D0765,52.937605000000005,-1.231001,East Midlands,Urban,A,7,40,Dual carriageway,Dry,Fine,No,Daylight,2010-04-16 15:48:00,2010,1,4,16,5,0.658,1,3,1,T or staggered junction,Cleared junction or waiting/parked at junction exit,Offside,Journey as part of work,1896,Heavy oil,Volkswagen,Van,Going ahead,Fatal_Serious,16.0,1,1,0
814,2010210006084,53.02035600000001,-2.213893,Wast Midlands,Urban,Unclassified,1,30,Single carriageway,Dry,Fine,No,Daylight,2010-10-04 15:19:00,2010,3,10,4,1,0.638,1,5,1,T or staggered junction,Approaching junction or waiting/parked at junction approach,Back,Journey as part of work,1560,Heavy oil,Ford,Car,Reversing,Slight,15.0,0,1,0
815,2014520404798,51.194664,-3.4596989999999996,South West England,Urban,A,4,30,Single carriageway,Dry,Fine,No,Daylight,2014-06-23 16:28:00,2014,2,6,23,1,0.686,2,6,14,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Other/Not known,1840,Petrol,Mazda,Car,Going ahead,Slight,16.0,0,1,0
816,201042I406412,51.538193,0.744687,East England,Urban,Unclassified,2,30,Single carriageway,Wet or damp,Fine,No,Darkness - lights,2010-12-10 01:14:00,2010,3,12,10,5,0.051,2,3,10,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1948,Petrol,Volvo,Car,Going ahead,Slight,1.0,0,1,0
817,201350DE2T003,50.703292,-3.528281,South West England,Urban,B,4,30,Roundabout,Wet or damp,Fine,No,Daylight,2013-03-07 17:10:00,2013,4,3,7,4,0.715,2,4,4,Roundabout,Entering roundabout,Offside,Commuting to/from work,1968,Heavy oil,Volkswagen,Car,Going ahead,Slight,17.0,0,1,0
818,201420M011334,52.402568,-1.556509,Wast Midlands,Urban,B,8,30,Dual carriageway,Dry,Fine,No,Daylight,2014-08-04 08:41:00,2014,2,8,4,1,0.362,2,4,6,Crossroads,Mid Junction - on roundabout or on main road,Nearside,Other/Not known,1986,Heavy oil,Audi,Car,Going ahead,Slight,9.0,0,1,0
819,20124100G0191,51.991113,-0.166346,East England,Rural,A,4,70,Dual carriageway,Flood over 3cm. deep,Raining,No,Daylight,2012-03-04 12:58:00,2012,4,3,4,7,0.54,1,5,9,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Other/Not known,1198,Petrol,Volkswagen,Car,Going ahead,Slight,13.0,0,0,0
820,201301YR90514,51.583785,-0.072368,London,Urban,A,3,40,Dual carriageway,Dry,Fine,No,Daylight,2013-08-23 12:31:00,2013,2,8,23,5,0.522,2,6,15,Crossroads,Approaching junction or waiting/parked at junction approach,Back,Other/Not known,2793,Petrol,BMW,Car,Waiting to go,Slight,13.0,0,1,0
821,201304FL13004,53.707141,-2.3308299999999997,North West England,Urban,A,1,70,Dual carriageway,Snow,Fine,No,Darkness - lights,2013-01-21 18:33:00,2013,4,1,21,1,0.773,5,4,9,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Journey as part of work,1461,Heavy oil,Nissan,Car,Slowing or stopping,Fatal_Serious,19.0,1,1,0
822,2011160C08651,53.795519999999996,-0.368983,Yorkshire and the Humber,Rural,A,6,40,Roundabout,Wet or damp,Fine,Yes,Daylight,2011-12-24 11:40:00,2011,4,12,24,6,0.486,2,7,1,Roundabout,Mid Junction - on roundabout or on main road,Back,Other/Not known,2179,Heavy oil,Land Rover,Car,Going ahead,Slight,12.0,0,0,0
823,201143P306031,51.578236,-1.291826,South East England,Rural,A,9,70,Dual carriageway,Dry,Fine,No,Daylight,2011-03-04 16:05:00,2011,4,3,4,5,0.67,2,7,8,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Journey as part of work,1834,Petrol,Volvo,Car,Going ahead,Slight,16.0,0,1,0
824,201401PL60155,51.4463,-0.019303,London,Urban,A,2,30,Single carriageway,Dry,Fine,No,Daylight,2014-02-19 15:00:00,2014,4,2,19,3,0.625,2,2,12,T or staggered junction,Approaching junction or waiting/parked at junction approach,Back,Other/Not known,1199,Petrol,Vauxhall,Car,Waiting to go,Slight,15.0,0,1,0
825,201020Z003560,52.592819999999996,-2.014729,Wast Midlands,Rural,Motorway,10,70,Dual carriageway,Dry,Fine,No,Daylight,2010-10-21 07:00:00,2010,3,10,21,4,0.292,3,4,1,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1896,Heavy oil,Volkswagen,Van,Going ahead,Slight,7.0,0,1,0
826,2013170M10543,54.568689,-1.247115,North East England,Urban,Unclassified,1,30,Single carriageway,Wet or damp,Raining,No,Daylight,2013-03-17 15:42:00,2013,4,3,17,7,0.654,2,3,14,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Other/Not known,1597,Petrol,Other,Car,Going ahead,Fatal_Serious,16.0,1,0,0
827,201201KF60527,51.516969,0.034065,London,Urban,C,2,30,Single carriageway,Dry,Fine,No,Daylight,2012-09-04 17:10:00,2012,2,9,4,2,0.715,2,2,10,More than 4 arms (not roundabout),Mid Junction - on roundabout or on main road,Nearside,Other/Not known,599,Petrol,Other,Car,Going ahead,Slight,17.0,0,1,0
828,201006N038843,53.528738,-2.273922,North West England,Urban,C,8,30,Roundabout,Dry,Fine,No,Daylight,2010-11-06 10:05:00,2010,3,11,6,6,0.42,1,7,7,Roundabout,Mid Junction - on roundabout or on main road,Front,Other/Not known,1396,Petrol,Rover,Car,Turning right,Slight,10.0,0,0,0
829,201020J023712,52.455276,-2.143155,Wast Midlands,Urban,A,2,30,One way street,Wet or damp,Fine,No,Daylight,2010-03-31 17:00:00,2010,1,3,31,3,0.708,2,5,6,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Commuting to/from work,998,Petrol,Toyota,Car,Going ahead,Slight,17.0,0,1,0
830,2014404DA0803,51.986319,-0.571331,East England,Rural,Unclassified,9,30,Single carriageway,Dry,Fine,No,Daylight,2014-08-31 15:47:00,2014,2,8,31,7,0.658,2,3,10,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Other/Not known,2493,Petrol,Suzuki,Car,Going ahead,Fatal_Serious,16.0,1,0,0
831,201001PL60708,51.427921999999995,-0.038799,London,Urban,A,2,30,Single carriageway,Wet or damp,Fine,No,Darkness - lights,2010-10-21 06:35:00,2010,3,10,21,4,0.274,2,3,8,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Commuting to/from work,1124,Petrol,Peugeot,Car,U-turn,Fatal_Serious,7.0,1,1,0
832,20104100D0608,51.820599,-0.418642,East England,Rural,A,3,60,Roundabout,Wet or damp,Fine,No,Daylight,2010-08-19 06:35:00,2010,2,8,19,4,0.274,2,4,4,Roundabout,Mid Junction - on roundabout or on main road,Offside,Journey as part of work,2461,Heavy oil,Volkswagen,Van,Turning right,Slight,7.0,0,1,0
833,2011120123082,54.18724399999999,-0.29643200000000003,Yorkshire and the Humber,Rural,Unclassified,5,60,Single carriageway,Wet or damp,Fine,No,Daylight,2011-07-24 16:31:00,2011,2,7,24,7,0.688,2,7,3,T or staggered junction,Not at or within 20 metres of junction,Front,Other/Not known,1896,Heavy oil,Volkswagen,Car,Going ahead,Slight,17.0,0,0,0
834,2013360068981,52.652149,0.170191,East England,Urban,A,6,30,Single carriageway,Wet or damp,Fine,No,Daylight,2013-01-17 14:56:00,2013,4,1,17,4,0.622,2,3,7,Private drive or entrance,Mid Junction - on roundabout or on main road,Back,Other/Not known,2204,Heavy oil,Honda,Car,Waiting to go,Slight,15.0,0,1,0
835,2012400CA0271,51.895185999999995,-0.435354,East England,Urban,Unclassified,3,20,One way street,Dry,Fine,No,Daylight,2012-03-15 10:50:00,2012,4,3,15,4,0.451,1,3,13,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1850,Petrol,Honda,Car,Overtaking,Slight,11.0,0,1,0
836,2010130004998,53.746593999999995,-1.6481709999999998,Yorkshire and the Humber,Rural,Motorway,2,50,Dual carriageway,Dry,Raining,No,Daylight,2010-07-09 10:15:00,2010,2,7,9,5,0.427,1,5,3,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Other/Not known,645,Petrol,Suzuki,Motorcycle,Going ahead,Slight,10.0,0,1,1
837,201354A808113,51.313963,-2.212206,South West England,Urban,A,8,30,Single carriageway,Dry,Fine,No,Daylight,2013-11-13 08:50:00,2013,3,11,13,3,0.368,2,5,11,T or staggered junction,Mid Junction - on roundabout or on main road,Offside,Taking pupil to/from school,1794,Petrol,Toyota,Car,U-turn,Slight,9.0,0,1,0
838,201037B044811,52.254339,0.713825,East England,Urban,A,8,30,Single carriageway,Wet or damp,Raining,No,Daylight,2010-04-26 17:15:00,2010,1,4,26,1,0.719,2,2,1,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Journey as part of work,1242,Petrol,Ford,Car,Waiting to go,Slight,17.0,0,1,0
839,201222D202339,52.426142999999996,-2.019086,Wast Midlands,Rural,Motorway,5,70,Dual carriageway,Dry,Fine,No,Darkness - lights,2012-06-08 21:40:00,2012,1,6,8,5,0.903,4,3,7,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1910,Heavy oil,Vauxhall,Car,Going ahead,Slight,22.0,0,1,0
840,2013460229715,51.442603999999996,0.382181,South East England,Urban,Unclassified,1,30,Single carriageway,Dry,Fine,No,Daylight,2013-07-14 13:43:00,2013,2,7,14,7,0.572,1,3,8,Other junction,Approaching junction or waiting/parked at junction approach,Nearside,Other/Not known,398,Petrol,Suzuki,Motorcycle,Going ahead,Slight,14.0,0,0,1
841,2012530206990,51.881972999999995,-2.133337,South West England,Rural,C,10,60,Single carriageway,Dry,Fine,No,Daylight,2012-07-11 16:17:00,2012,2,7,11,3,0.678,2,7,7,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Other/Not known,1389,Petrol,Vauxhall,Car,Going ahead,Slight,16.0,0,1,0
842,201422E400941,52.105182,-2.483689,Wast Midlands,Rural,B,5,60,Single carriageway,Wet or damp,Fine,No,Daylight,2014-03-04 08:10:00,2014,4,3,4,2,0.34,1,2,13,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Commuting to/from work,1390,Petrol,Renault,Car,Going ahead,Slight,8.0,0,1,0
